region,date,precipitation_mm
AMZ20,01/10/1988,148.5510403
AMZ20,01/11/1988,194.689248
AMZ20,01/12/1988,259.802206
AMZ20,01/01/1989,298.5988185
AMZ20,01/02/1989,289.3406925
AMZ20,01/03/1989,376.3369669
AMZ20,01/04/1989,312.2573285
AMZ20,01/05/1989,245.0530106
AMZ20,01/06/1989,139.1972846
AMZ20,01/07/1989,66.93050796
AMZ20,01/08/1989,53.94501043
AMZ20,01/09/1989,66.31371749
AMZ20,01/10/1989,144.0825364
AMZ20,01/11/1989,172.6936615
AMZ20,01/12/1989,303.4015592
AMZ20,01/01/1990,165.953977
AMZ20,01/02/1990,357.2260129
AMZ20,01/03/1990,245.2710709
AMZ20,01/04/1990,223.8687091
AMZ20,01/05/1990,145.5640802
AMZ20,01/06/1990,60.58253304
AMZ20,01/07/1990,108.3553745
AMZ20,01/08/1990,47.14449781
AMZ20,01/09/1990,85.49186401
AMZ20,01/10/1990,107.8031282
AMZ20,01/11/1990,104.074366
AMZ20,01/12/1990,263.778693
AMZ20,01/01/1991,315.9341401
AMZ20,01/02/1991,241.2125548
AMZ20,01/03/1991,369.5784491
AMZ20,01/04/1991,228.5811663
AMZ20,01/05/1991,230.9025472
AMZ20,01/06/1991,87.80800477
AMZ20,01/07/1991,40.43242622
AMZ20,01/08/1991,20.26637901
AMZ20,01/09/1991,55.19488412
AMZ20,01/10/1991,97.259323
AMZ20,01/11/1991,98.0596306
AMZ20,01/12/1991,126.8876919
AMZ20,01/01/1992,244.900052
AMZ20,01/02/1992,260.1409539
AMZ20,01/03/1992,295.5464116
AMZ20,01/04/1992,193.0363907
AMZ20,01/05/1992,63.7441987
AMZ20,01/06/1992,46.52063696
AMZ20,01/07/1992,28.03836132
AMZ20,01/08/1992,36.14107746
AMZ20,01/09/1992,55.73675368
AMZ20,01/10/1992,56.1016808
AMZ20,01/11/1992,130.7102938
AMZ20,01/12/1992,190.7805903
AMZ20,01/01/1993,228.3183802
AMZ20,01/02/1993,374.2397841
AMZ20,01/03/1993,282.4046919
AMZ20,01/04/1993,248.9643479
AMZ20,01/05/1993,135.4062406
AMZ20,01/06/1993,58.22882872
AMZ20,01/07/1993,47.7083333
AMZ20,01/08/1993,74.09808884
AMZ20,01/09/1993,55.73393809
AMZ20,01/10/1993,113.2552954
AMZ20,01/11/1993,164.0224177
AMZ20,01/12/1993,247.3452568
AMZ20,01/01/1994,328.0796977
AMZ20,01/02/1994,331.3588789
AMZ20,01/03/1994,374.9884169
AMZ20,01/04/1994,275.0189985
AMZ20,01/05/1994,215.6516373
AMZ20,01/06/1994,154.5352975
AMZ20,01/07/1994,43.09583402
AMZ20,01/08/1994,45.97573492
AMZ20,01/09/1994,65.06173699
AMZ20,01/10/1994,147.4343258
AMZ20,01/11/1994,155.2184695
AMZ20,01/12/1994,173.3252206
AMZ20,01/01/1995,267.8428171
AMZ20,01/02/1995,315.4371473
AMZ20,01/03/1995,279.4771831
AMZ20,01/04/1995,313.5719655
AMZ20,01/05/1995,280.3761031
AMZ20,01/06/1995,64.28546037
AMZ20,01/07/1995,35.10946094
AMZ20,01/08/1995,19.8030996
AMZ20,01/09/1995,52.47104023
AMZ20,01/10/1995,70.78467602
AMZ20,01/11/1995,188.6014397
AMZ20,01/12/1995,242.6310001
AMZ20,01/01/1996,319.3733607
AMZ20,01/02/1996,264.1377243
AMZ20,01/03/1996,354.9213035
AMZ20,01/04/1996,324.3185666
AMZ20,01/05/1996,184.5435312
AMZ20,01/06/1996,45.99630005
AMZ20,01/07/1996,49.85480593
AMZ20,01/08/1996,52.53241534
AMZ20,01/09/1996,45.34268803
AMZ20,01/10/1996,109.7993914
AMZ20,01/11/1996,176.9859051
AMZ20,01/12/1996,172.6902453
AMZ20,01/01/1997,361.8279248
AMZ20,01/02/1997,215.6099245
AMZ20,01/03/1997,379.0818883
AMZ20,01/04/1997,253.6321417
AMZ20,01/05/1997,125.6577412
AMZ20,01/06/1997,24.4385699
AMZ20,01/07/1997,17.46920737
AMZ20,01/08/1997,40.16307732
AMZ20,01/09/1997,41.64396468
AMZ20,01/10/1997,75.25991525
AMZ20,01/11/1997,109.6910344
AMZ20,01/12/1997,141.9210445
AMZ20,01/01/1998,223.4344168
AMZ20,01/02/1998,184.1992348
AMZ20,01/03/1998,312.0527736
AMZ20,01/04/1998,205.7921329
AMZ20,01/05/1998,170.9837496
AMZ20,01/06/1998,60.25980433
AMZ20,01/07/1998,59.10621316
AMZ20,01/08/1998,35.41342176
AMZ20,01/09/1998,48.01484555
AMZ20,01/10/1998,94.55064116
AMZ20,01/11/1998,205.1708251
AMZ20,01/12/1998,196.1465799
AMZ20,01/01/1999,283.7332249
AMZ20,01/02/1999,271.7530788
AMZ20,01/03/1999,404.3368947
AMZ20,01/04/1999,267.2327024
AMZ20,01/05/1999,257.8972669
AMZ20,01/06/1999,64.59185584
AMZ20,01/07/1999,28.93563946
AMZ20,01/08/1999,25.81162243
AMZ20,01/09/1999,89.14516579
AMZ20,01/10/1999,94.69353077
AMZ20,01/11/1999,168.5136212
AMZ20,01/12/1999,232.5463003
AMZ20,01/01/2000,308.93599
AMZ20,01/02/2000,344.8278461
AMZ20,01/03/2000,374.0180532
AMZ20,01/04/2000,289.4560159
AMZ20,01/05/2000,151.8087714
AMZ20,01/06/2000,89.86365616
AMZ20,01/07/2000,100.3683313
AMZ20,01/08/2000,43.04969062
AMZ20,01/09/2000,115.1735828
AMZ20,01/10/2000,92.94534219
AMZ20,01/11/2000,159.1378474
AMZ20,01/12/2000,196.5198495
AMZ20,01/01/2001,350.0221385
AMZ20,01/02/2001,251.7598544
AMZ20,01/03/2001,325.3526787
AMZ20,01/04/2001,250.0985824
AMZ20,01/05/2001,169.5490092
AMZ20,01/06/2001,128.3678283
AMZ20,01/07/2001,41.34779973
AMZ20,01/08/2001,21.64498798
AMZ20,01/09/2001,73.90186515
AMZ20,01/10/2001,92.04356503
AMZ20,01/11/2001,122.1115035
AMZ20,01/12/2001,174.5933962
AMZ20,01/01/2002,317.5471064
AMZ20,01/02/2002,218.9219869
AMZ20,01/03/2002,272.2535448
AMZ20,01/04/2002,291.7995375
AMZ20,01/05/2002,173.6557601
AMZ20,01/06/2002,97.46036262
AMZ20,01/07/2002,38.44640532
AMZ20,01/08/2002,22.21054301
AMZ20,01/09/2002,59.0395398
AMZ20,01/10/2002,103.1147022
AMZ20,01/11/2002,106.4451274
AMZ20,01/12/2002,163.9465114
AMZ20,01/01/2003,173.2124214
AMZ20,01/02/2003,358.3799093
AMZ20,01/03/2003,302.0076329
AMZ20,01/04/2003,248.7621155
AMZ20,01/05/2003,141.5346369
AMZ20,01/06/2003,131.438407
AMZ20,01/07/2003,38.89717426
AMZ20,01/08/2003,84.43052735
AMZ20,01/09/2003,72.30787958
AMZ20,01/10/2003,118.6832722
AMZ20,01/11/2003,176.2951371
AMZ20,01/12/2003,154.7861455
AMZ20,01/01/2004,354.11965
AMZ20,01/02/2004,445.0175176
AMZ20,01/03/2004,351.0103861
AMZ20,01/04/2004,230.3512622
AMZ20,01/05/2004,142.0137476
AMZ20,01/06/2004,80.6463949
AMZ20,01/07/2004,53.51846033
AMZ20,01/08/2004,55.18385234
AMZ20,01/09/2004,72.60979023
AMZ20,01/10/2004,135.4874464
AMZ20,01/11/2004,95.83450177
AMZ20,01/12/2004,194.6823068
AMZ20,01/01/2005,218.2625887
AMZ20,01/02/2005,320.0647543
AMZ20,01/03/2005,403.6655204
AMZ20,01/04/2005,240.9835553
AMZ20,01/05/2005,184.8054544
AMZ20,01/06/2005,52.1735688
AMZ20,01/07/2005,34.28606831
AMZ20,01/08/2005,26.37532108
AMZ20,01/09/2005,64.96769505
AMZ20,01/10/2005,79.12695413
AMZ20,01/11/2005,140.1063729
AMZ20,01/12/2005,341.0904622
AMZ20,01/01/2006,265.4846905
AMZ20,01/02/2006,326.240499
AMZ20,01/03/2006,383.9093766
AMZ20,01/04/2006,397.1286682
AMZ20,01/05/2006,282.4650374
AMZ20,01/06/2006,61.75455122
AMZ20,01/07/2006,43.45826143
AMZ20,01/08/2006,30.64889781
AMZ20,01/09/2006,63.03081529
AMZ20,01/10/2006,107.7938746
AMZ20,01/11/2006,171.9826514
AMZ20,01/12/2006,149.7404402
AMZ20,01/01/2007,168.2465063
AMZ20,01/02/2007,370.4663007
AMZ20,01/03/2007,331.5821778
AMZ20,01/04/2007,275.517167
AMZ20,01/05/2007,141.8842278
AMZ20,01/06/2007,67.51102594
AMZ20,01/07/2007,64.43742194
AMZ20,01/08/2007,39.6455047
AMZ20,01/09/2007,43.76442766
AMZ20,01/10/2007,110.2694985
AMZ20,01/11/2007,110.1569456
AMZ20,01/12/2007,234.5953769
AMZ20,01/01/2008,297.2646896
AMZ20,01/02/2008,265.850254
AMZ20,01/03/2008,448.100679
AMZ20,01/04/2008,269.3129454
AMZ20,01/05/2008,237.8397978
AMZ20,01/06/2008,68.85508767
AMZ20,01/07/2008,25.31541648
AMZ20,01/08/2008,42.63145759
AMZ20,01/09/2008,75.97950388
AMZ20,01/10/2008,104.3734415
AMZ20,01/11/2008,152.1323864
AMZ20,01/12/2008,279.1084582
AMZ20,01/01/2009,290.9029618
AMZ20,01/02/2009,317.9938615
AMZ20,01/03/2009,387.8725742
AMZ20,01/04/2009,314.1778212
AMZ20,01/05/2009,306.483804
AMZ20,01/06/2009,145.7816728
AMZ20,01/07/2009,39.82702338
AMZ20,01/08/2009,38.5109145
AMZ20,01/09/2009,47.1778124
AMZ20,01/10/2009,93.73643204
AMZ20,01/11/2009,101.8099325
AMZ20,01/12/2009,213.6488779
AMZ20,01/01/2010,261.2355604
AMZ20,01/02/2010,252.3073819
AMZ20,01/03/2010,237.0919246
AMZ20,01/04/2010,357.4322786
AMZ20,01/05/2010,170.173554
AMZ20,01/06/2010,85.63858504
AMZ20,01/07/2010,58.88728513
AMZ20,01/08/2010,34.31916953
AMZ20,01/09/2010,50.54600735
AMZ20,01/10/2010,109.2202094
AMZ20,01/11/2010,156.8856477
AMZ20,01/12/2010,295.0488741
AMZ20,01/01/2011,313.9030018
AMZ20,01/02/2011,336.7926877
AMZ20,01/03/2011,342.4866565
AMZ20,01/04/2011,309.8592328
AMZ20,01/05/2011,240.9700235
AMZ20,01/06/2011,65.90656891
AMZ20,01/07/2011,42.75904475
AMZ20,01/08/2011,33.45395764
AMZ20,01/09/2011,50.25775339
AMZ20,01/10/2011,156.2074394
AMZ20,01/11/2011,197.8190549
AMZ20,01/12/2011,143.6063035
AMZ20,01/01/2012,342.4308
AMZ20,01/02/2012,305.3557361
AMZ20,01/03/2012,332.2894714
AMZ20,01/04/2012,178.8493016
AMZ20,01/05/2012,136.9446409
AMZ20,01/06/2012,80.06227794
AMZ20,01/07/2012,60.46469107
AMZ20,01/08/2012,35.41337811
AMZ20,01/09/2012,54.95442319
AMZ20,01/10/2012,153.7882944
AMZ20,01/11/2012,154.4060583
AMZ20,01/12/2012,279.2165161
AMZ20,01/01/2013,337.4707848
AMZ20,01/02/2013,321.7713555
AMZ20,01/03/2013,435.1074044
AMZ20,01/04/2013,311.2487782
AMZ20,01/05/2013,231.4341605
AMZ20,01/06/2013,129.9187332
AMZ20,01/07/2013,98.80087271
AMZ20,01/08/2013,60.96731892
AMZ20,01/09/2013,97.03546587
AMZ20,01/10/2013,111.9819016
AMZ20,01/11/2013,225.5943039
AMZ20,01/12/2013,201.8360872
AMZ20,01/01/2014,244.1826
AMZ20,01/02/2014,459.8595116
AMZ20,01/03/2014,383.0267021
AMZ20,01/04/2014,257.5743116
AMZ20,01/05/2014,173.4743573
AMZ20,01/06/2014,94.17766738
AMZ20,01/07/2014,37.2028405
AMZ20,01/08/2014,59.68218789
AMZ20,01/09/2014,52.30289357
AMZ20,01/10/2014,130.4636212
AMZ20,01/11/2014,172.6298932
AMZ20,01/12/2014,191.4332658
AMZ20,01/01/2015,294.7982902
AMZ20,01/02/2015,291.7917572
AMZ20,01/03/2015,354.0409164
AMZ20,01/04/2015,224.9461803
AMZ20,01/05/2015,181.5645426
AMZ20,01/06/2015,82.98946586
AMZ20,01/07/2015,55.15420288
AMZ20,01/08/2015,23.04454115
AMZ20,01/09/2015,22.52268931
AMZ20,01/10/2015,75.16115588
AMZ20,01/11/2015,100.2497004
AMZ20,01/12/2015,117.3718713
AMZ20,01/01/2016,222.5252706
AMZ20,01/02/2016,136.8458031
AMZ20,01/03/2016,400.6546456
AMZ20,01/04/2016,265.1159646
AMZ20,01/05/2016,202.2526998
AMZ20,01/06/2016,96.59739922
AMZ20,01/07/2016,45.48218253
AMZ20,01/08/2016,43.38658753
AMZ20,01/09/2016,104.8588536
AMZ20,01/10/2016,135.5106072
AMZ20,01/11/2016,155.0425602
AMZ20,01/12/2016,353.0182485
AMZ20,01/01/2017,468.3136327
AMZ20,01/02/2017,388.2861833
AMZ20,01/03/2017,320.5429074
AMZ20,01/04/2017,260.7832399
AMZ20,01/05/2017,145.9811507
AMZ20,01/06/2017,68.0627426
AMZ20,01/07/2017,29.89125652
AMZ20,01/08/2017,49.11373143
AMZ20,01/09/2017,29.96806055
AMZ20,01/10/2017,110.1426946
AMZ20,01/11/2017,102.2678475
AMZ20,01/12/2017,211.0697458
AMZ20,01/01/2018,266.5735969
AMZ20,01/02/2018,371.1940436
AMZ20,01/03/2018,344.4312871
AMZ20,01/04/2018,319.5190226
AMZ20,01/05/2018,152.8397162
AMZ20,01/06/2018,70.19597743
AMZ20,01/07/2018,49.33543163
AMZ20,01/08/2018,54.03722818
AMZ20,01/09/2018,72.38882448
AMZ20,01/10/2018,95.76539407
AMZ20,01/11/2018,184.3590105
AMZ20,01/12/2018,245.8254943
AMZ20,01/01/2019,290.0081449
AMZ20,01/02/2019,281.0081949
AMZ20,01/03/2019,311.7306577
AMZ20,01/04/2019,261.3671744
AMZ20,01/05/2019,209.0537522
AMZ20,01/06/2019,66.31107074
AMZ20,01/07/2019,41.52918372
AMZ20,01/08/2019,50.42246863
AMZ20,01/09/2019,54.56794045
AMZ20,01/10/2019,140.3696206
AMZ20,01/11/2019,159.9281152
AMZ20,01/12/2019,237.507675
AMZ20,01/01/2020,233.1823296
AMZ20,01/02/2020,313.4999287
AMZ20,01/03/2020,341.8767827
AMZ20,01/04/2020,337.3420462
AMZ20,01/05/2020,240.3498475
AMZ20,01/06/2020,68.31296504
AMZ20,01/07/2020,22.26440485
AMZ20,01/08/2020,69.97740579
AMZ20,01/09/2020,44.89528777
AMZ20,01/10/2020,90.13347969
AMZ20,01/11/2020,227.648865
AMZ20,01/12/2020,212.3243074
AMZ20,01/01/2021,308.53046
AMZ20,01/02/2021,328.6383237
AMZ20,01/03/2021,395.9522133
AMZ20,01/04/2021,293.9013168
AMZ20,01/05/2021,135.9772597
AMZ20,01/06/2021,76.4998121
AMZ20,01/07/2021,67.91690464
AMZ20,01/08/2021,48.06071508
AMZ20,01/09/2021,93.42314952
AMZ20,01/10/2021,141.3063485
AMZ20,01/11/2021,245.29203
AMZ20,01/12/2021,324.8936826
CHC01,01/01/1985,98.41627704
CHC01,01/02/1985,150.8940643
CHC01,01/03/1985,97.41792284
CHC01,01/04/1985,104.3270582
CHC01,01/05/1985,30.52860247
CHC01,01/06/1985,25.70309476
CHC01,01/07/1985,35.20808303
CHC01,01/08/1985,14.07268838
CHC01,01/09/1985,44.39042789
CHC01,01/10/1985,52.91033544
CHC01,01/11/1985,93.59493304
CHC01,01/12/1985,65.41471423
CHC01,01/01/1986,145.2892346
CHC01,01/02/1986,96.8244707
CHC01,01/03/1986,104.2162858
CHC01,01/04/1986,51.01513802
CHC01,01/05/1986,88.07685006
CHC01,01/06/1986,15.85759057
CHC01,01/07/1986,15.0520732
CHC01,01/08/1986,22.89086155
CHC01,01/09/1986,43.22967052
CHC01,01/10/1986,75.9305377
CHC01,01/11/1986,111.4579109
CHC01,01/12/1986,141.6966262
CHC01,01/01/1987,160.1373729
CHC01,01/02/1987,71.28900136
CHC01,01/03/1987,91.2114502
CHC01,01/04/1987,94.72487987
CHC01,01/05/1987,52.71144805
CHC01,01/06/1987,35.69673188
CHC01,01/07/1987,21.4313494
CHC01,01/08/1987,12.49046125
CHC01,01/09/1987,9.134966825
CHC01,01/10/1987,85.0314711
CHC01,01/11/1987,103.8414542
CHC01,01/12/1987,126.3212954
CHC01,01/01/1988,95.23443597
CHC01,01/02/1988,80.23584366
CHC01,01/03/1988,125.9591697
CHC01,01/04/1988,117.7032833
CHC01,01/05/1988,50.59243215
CHC01,01/06/1988,18.31969099
CHC01,01/07/1988,9.166884146
CHC01,01/08/1988,5.426419639
CHC01,01/09/1988,16.39267587
CHC01,01/10/1988,57.10754256
CHC01,01/11/1988,75.95914722
CHC01,01/12/1988,120.9135635
CHC01,01/01/1989,119.5233053
CHC01,01/02/1989,113.1198996
CHC01,01/03/1989,87.36291242
CHC01,01/04/1989,107.7484206
CHC01,01/05/1989,19.6629079
CHC01,01/06/1989,39.36686041
CHC01,01/07/1989,17.08624452
CHC01,01/08/1989,35.10665695
CHC01,01/09/1989,12.42575667
CHC01,01/10/1989,45.26238479
CHC01,01/11/1989,56.04361073
CHC01,01/12/1989,116.6178034
CHC01,01/01/1990,72.22279791
CHC01,01/02/1990,84.89499148
CHC01,01/03/1990,103.4084158
CHC01,01/04/1990,46.35853744
CHC01,01/05/1990,67.57586584
CHC01,01/06/1990,49.66773889
CHC01,01/07/1990,20.08624121
CHC01,01/08/1990,14.82482135
CHC01,01/09/1990,22.22879784
CHC01,01/10/1990,62.60783819
CHC01,01/11/1990,108.4538965
CHC01,01/12/1990,97.44617602
CHC01,01/01/1991,136.42154
CHC01,01/02/1991,73.64929699
CHC01,01/03/1991,128.2811358
CHC01,01/04/1991,74.67356335
CHC01,01/05/1991,52.9396524
CHC01,01/06/1991,37.15829923
CHC01,01/07/1991,16.03058915
CHC01,01/08/1991,10.26301804
CHC01,01/09/1991,42.16929088
CHC01,01/10/1991,63.84156785
CHC01,01/11/1991,104.9687544
CHC01,01/12/1991,85.01495608
CHC01,01/01/1992,161.0048068
CHC01,01/02/1992,103.8909741
CHC01,01/03/1992,121.2224761
CHC01,01/04/1992,85.41226854
CHC01,01/05/1992,71.37689354
CHC01,01/06/1992,30.01655097
CHC01,01/07/1992,17.84925972
CHC01,01/08/1992,26.87530359
CHC01,01/09/1992,62.52943179
CHC01,01/10/1992,88.48690687
CHC01,01/11/1992,121.655669
CHC01,01/12/1992,110.3691691
CHC01,01/01/1993,86.67204272
CHC01,01/02/1993,74.16832778
CHC01,01/03/1993,86.57163535
CHC01,01/04/1993,53.26361728
CHC01,01/05/1993,30.69161333
CHC01,01/06/1993,19.09496624
CHC01,01/07/1993,21.0189992
CHC01,01/08/1993,15.67454034
CHC01,01/09/1993,16.31101614
CHC01,01/10/1993,76.2610716
CHC01,01/11/1993,79.52006096
CHC01,01/12/1993,106.9142983
CHC01,01/01/1994,73.71490818
CHC01,01/02/1994,101.1752345
CHC01,01/03/1994,79.13927952
CHC01,01/04/1994,51.64511659
CHC01,01/05/1994,47.35515836
CHC01,01/06/1994,32.9778854
CHC01,01/07/1994,18.71179061
CHC01,01/08/1994,6.532960221
CHC01,01/09/1994,24.39755518
CHC01,01/10/1994,95.856077
CHC01,01/11/1994,111.1207452
CHC01,01/12/1994,126.6608245
CHC01,01/01/1995,172.3455475
CHC01,01/02/1995,80.52597268
CHC01,01/03/1995,91.04029482
CHC01,01/04/1995,36.5967126
CHC01,01/05/1995,49.46155531
CHC01,01/06/1995,13.58857163
CHC01,01/07/1995,11.40884763
CHC01,01/08/1995,6.675432947
CHC01,01/09/1995,20.6169601
CHC01,01/10/1995,73.93307781
CHC01,01/11/1995,129.3603879
CHC01,01/12/1995,107.0205649
CHC01,01/01/1996,112.5570921
CHC01,01/02/1996,92.89441467
CHC01,01/03/1996,71.33377295
CHC01,01/04/1996,78.53682241
CHC01,01/05/1996,48.6392539
CHC01,01/06/1996,13.87359226
CHC01,01/07/1996,9.06035958
CHC01,01/08/1996,9.614138827
CHC01,01/09/1996,34.67026419
CHC01,01/10/1996,88.5134639
CHC01,01/11/1996,115.7450829
CHC01,01/12/1996,102.0250076
CHC01,01/01/1997,153.4261841
CHC01,01/02/1997,126.6771026
CHC01,01/03/1997,74.53214602
CHC01,01/04/1997,83.35523853
CHC01,01/05/1997,54.10499658
CHC01,01/06/1997,43.89837002
CHC01,01/07/1997,12.07251282
CHC01,01/08/1997,11.27262715
CHC01,01/09/1997,30.27506036
CHC01,01/10/1997,49.06230271
CHC01,01/11/1997,82.12263591
CHC01,01/12/1997,143.2029179
CHC01,01/01/1998,110.7996255
CHC01,01/02/1998,102.7049332
CHC01,01/03/1998,122.6454536
CHC01,01/04/1998,80.0129123
CHC01,01/05/1998,26.07115357
CHC01,01/06/1998,21.93362135
CHC01,01/07/1998,10.7814658
CHC01,01/08/1998,36.82221017
CHC01,01/09/1998,44.58772002
CHC01,01/10/1998,59.27417113
CHC01,01/11/1998,123.6230161
CHC01,01/12/1998,98.72823012
CHC01,01/01/1999,78.28045659
CHC01,01/02/1999,93.85660019
CHC01,01/03/1999,150.8303823
CHC01,01/04/1999,42.41367951
CHC01,01/05/1999,32.61294098
CHC01,01/06/1999,29.48501522
CHC01,01/07/1999,12.91215705
CHC01,01/08/1999,4.945165454
CHC01,01/09/1999,16.79160082
CHC01,01/10/1999,35.3310431
CHC01,01/11/1999,67.84525865
CHC01,01/12/1999,119.8142426
CHC01,01/01/2000,68.6293999
CHC01,01/02/2000,79.66567446
CHC01,01/03/2000,145.7685644
CHC01,01/04/2000,69.70520895
CHC01,01/05/2000,34.77956255
CHC01,01/06/2000,39.7532094
CHC01,01/07/2000,30.80504197
CHC01,01/08/2000,32.52170843
CHC01,01/09/2000,16.95198352
CHC01,01/10/2000,62.72917662
CHC01,01/11/2000,136.4079742
CHC01,01/12/2000,115.4909208
CHC01,01/01/2001,77.22327348
CHC01,01/02/2001,158.8059212
CHC01,01/03/2001,77.22933894
CHC01,01/04/2001,75.78503677
CHC01,01/05/2001,47.09694702
CHC01,01/06/2001,15.6299151
CHC01,01/07/2001,14.98704417
CHC01,01/08/2001,8.713697845
CHC01,01/09/2001,31.77255818
CHC01,01/10/2001,74.8937884
CHC01,01/11/2001,103.1383549
CHC01,01/12/2001,96.47884988
CHC01,01/01/2002,50.09133645
CHC01,01/02/2002,166.444777
CHC01,01/03/2002,65.3444974
CHC01,01/04/2002,37.62994943
CHC01,01/05/2002,36.20654282
CHC01,01/06/2002,12.04335878
CHC01,01/07/2002,22.61890075
CHC01,01/08/2002,13.10589572
CHC01,01/09/2002,13.30061024
CHC01,01/10/2002,65.77366853
CHC01,01/11/2002,62.06614622
CHC01,01/12/2002,67.04373498
CHC01,01/01/2003,125.8775248
CHC01,01/02/2003,78.8659988
CHC01,01/03/2003,132.1321291
CHC01,01/04/2003,57.35487814
CHC01,01/05/2003,29.135481
CHC01,01/06/2003,27.29649867
CHC01,01/07/2003,12.54184092
CHC01,01/08/2003,11.96921859
CHC01,01/09/2003,39.95718315
CHC01,01/10/2003,70.53763352
CHC01,01/11/2003,82.83604504
CHC01,01/12/2003,147.6135622
CHC01,01/01/2004,76.12750677
CHC01,01/02/2004,109.6870205
CHC01,01/03/2004,99.65028203
CHC01,01/04/2004,67.77038806
CHC01,01/05/2004,60.28116587
CHC01,01/06/2004,34.0035666
CHC01,01/07/2004,26.49828451
CHC01,01/08/2004,6.951841561
CHC01,01/09/2004,16.38839462
CHC01,01/10/2004,78.72780609
CHC01,01/11/2004,118.9872215
CHC01,01/12/2004,135.2769365
CHC01,01/01/2005,137.9773084
CHC01,01/02/2005,100.4515472
CHC01,01/03/2005,77.18139457
CHC01,01/04/2005,82.56532986
CHC01,01/05/2005,58.54938688
CHC01,01/06/2005,20.04112628
CHC01,01/07/2005,11.42427486
CHC01,01/08/2005,7.747868528
CHC01,01/09/2005,31.16356551
CHC01,01/10/2005,66.38310281
CHC01,01/11/2005,113.095439
CHC01,01/12/2005,143.000764
CHC01,01/01/2006,109.1568993
CHC01,01/02/2006,99.74740931
CHC01,01/03/2006,104.4059289
CHC01,01/04/2006,78.54351145
CHC01,01/05/2006,19.04708922
CHC01,01/06/2006,22.4600515
CHC01,01/07/2006,15.28507999
CHC01,01/08/2006,10.33836741
CHC01,01/09/2006,36.32415151
CHC01,01/10/2006,119.5829886
CHC01,01/11/2006,116.049583
CHC01,01/12/2006,171.5355018
CHC01,01/01/2007,124.7533515
CHC01,01/02/2007,116.1982075
CHC01,01/03/2007,75.68504165
CHC01,01/04/2007,76.22176216
CHC01,01/05/2007,42.02718185
CHC01,01/06/2007,15.37210173
CHC01,01/07/2007,18.47636107
CHC01,01/08/2007,8.825268519
CHC01,01/09/2007,12.76641639
CHC01,01/10/2007,59.10704366
CHC01,01/11/2007,97.36545664
CHC01,01/12/2007,156.2280721
CHC01,01/01/2008,173.3182161
CHC01,01/02/2008,150.7919568
CHC01,01/03/2008,73.71671632
CHC01,01/04/2008,47.96411658
CHC01,01/05/2008,37.82388594
CHC01,01/06/2008,15.8269598
CHC01,01/07/2008,13.95174104
CHC01,01/08/2008,13.1701707
CHC01,01/09/2008,11.5479471
CHC01,01/10/2008,74.85573961
CHC01,01/11/2008,99.04210996
CHC01,01/12/2008,88.90320944
CHC01,01/01/2009,73.3188186
CHC01,01/02/2009,111.6894256
CHC01,01/03/2009,81.57046788
CHC01,01/04/2009,31.04063106
CHC01,01/05/2009,49.75056855
CHC01,01/06/2009,17.50442175
CHC01,01/07/2009,33.6418748
CHC01,01/08/2009,16.75637019
CHC01,01/09/2009,13.19903062
CHC01,01/10/2009,61.9268993
CHC01,01/11/2009,70.51267698
CHC01,01/12/2009,136.1681319
CHC01,01/01/2010,98.47493732
CHC01,01/02/2010,136.8045541
CHC01,01/03/2010,65.49599471
CHC01,01/04/2010,30.08054298
CHC01,01/05/2010,51.10516995
CHC01,01/06/2010,10.98936237
CHC01,01/07/2010,24.66022301
CHC01,01/08/2010,10.10304601
CHC01,01/09/2010,23.68248184
CHC01,01/10/2010,42.73783901
CHC01,01/11/2010,84.01736099
CHC01,01/12/2010,80.92859922
CHC01,01/01/2011,146.2022746
CHC01,01/02/2011,190.533959
CHC01,01/03/2011,75.17105215
CHC01,01/04/2011,105.8265922
CHC01,01/05/2011,20.85832081
CHC01,01/06/2011,14.13788581
CHC01,01/07/2011,23.41479848
CHC01,01/08/2011,10.3205887
CHC01,01/09/2011,29.1493471
CHC01,01/10/2011,62.86541575
CHC01,01/11/2011,73.90396741
CHC01,01/12/2011,146.5688101
CHC01,01/01/2012,103.2128951
CHC01,01/02/2012,116.9681901
CHC01,01/03/2012,82.09310811
CHC01,01/04/2012,125.757967
CHC01,01/05/2012,69.9446019
CHC01,01/06/2012,34.56597513
CHC01,01/07/2012,14.23829711
CHC01,01/08/2012,7.21382049
CHC01,01/09/2012,21.80334872
CHC01,01/10/2012,57.64740525
CHC01,01/11/2012,137.4622952
CHC01,01/12/2012,78.84602876
CHC01,01/01/2013,76.9169642
CHC01,01/02/2013,71.43167961
CHC01,01/03/2013,51.73540679
CHC01,01/04/2013,80.22243693
CHC01,01/05/2013,62.97820945
CHC01,01/06/2013,67.32717803
CHC01,01/07/2013,11.54381652
CHC01,01/08/2013,8.645506326
CHC01,01/09/2013,31.32228954
CHC01,01/10/2013,105.4298433
CHC01,01/11/2013,79.94911755
CHC01,01/12/2013,157.6344474
CHC01,01/01/2014,106.3141768
CHC01,01/02/2014,102.0845804
CHC01,01/03/2014,145.1603886
CHC01,01/04/2014,81.97474629
CHC01,01/05/2014,126.9403194
CHC01,01/06/2014,44.55035666
CHC01,01/07/2014,25.45155225
CHC01,01/08/2014,9.289826224
CHC01,01/09/2014,28.33187072
