region,year,Nat,Ant,Grand Total,percent_Nat,percent_Ant
PRT05,2015,203045.0179,153352.6785,392112.2461,0.51782371,0.391093826
PRT05,2016,202462.5578,153575.8468,392112.2088,0.516338317,0.391663007
PRT05,2017,201227.8061,154632.2077,392112.3089,0.51318921,0.394356933
PRT05,2018,199133.3909,156279.4291,392112.3963,0.507847731,0.398557736
TOC01,1985,240566.8441,29206.44412,280226.7869,0.858471978,0.104224312
TOC01,1986,242689.7355,26813.7639,280226.9048,0.866047233,0.095685901
TOC01,1987,239511.1995,30259.74307,280227.0147,0.854704175,0.107982962
TOC01,1988,236710.957,33081.87169,280227.062,0.844711268,0.118053808
TOC01,1989,236151.1213,33692.41423,280227.0173,0.84271361,0.120232569
TOC01,1990,235408.3434,34337.29224,280227.0879,0.840062769,0.122533808
TOC01,1991,233544.0165,36027.09354,280226.9923,0.833410139,0.128563966
TOC01,1992,230008.9988,39716.74881,280226.7742,0.820795941,0.141730743
TOC01,1993,227364.9586,42484.06703,280226.3747,0.811361739,0.15160624
TOC01,1994,226306.5252,43432.24022,280226.8743,0.807583233,0.154989561
TOC01,1995,223314.8593,46598.51458,280227.0459,0.796906875,0.166288427
TOC01,1996,220330.6934,49344.09426,280227.0343,0.786257807,0.176086131
TOC01,1997,218396.6123,51187.05092,280226.9993,0.779356068,0.182662809
TOC01,1998,214050.6251,55225.08845,280227.0163,0.763847212,0.197072678
TOC01,1999,211013.9822,58096.94838,280227.0377,0.753010787,0.207320995
TOC01,2000,209479.5181,60059.4185,280227.0903,0.747534858,0.214324098
TOC01,2001,208447.6803,61143.88869,280227.1046,0.743852671,0.218194056
TOC01,2002,206317.4683,63206.53601,280226.8365,0.736251641,0.2255549
TOC01,2003,203580.0958,65911.821,280227.0815,0.726482589,0.235208605
TOC01,2004,199349.1234,70133.88202,280227.1378,0.711384076,0.250275125
TOC01,2005,196432.7411,73063.86516,280227.1093,0.700976938,0.260730896
TOC01,2006,193532.5014,75917.83907,280226.9536,0.690627718,0.270915549
TOC01,2007,191621.9632,77666.90975,280227.135,0.683809451,0.277156992
TOC01,2008,189666.4865,79764.75381,280227.0627,0.67683144,0.284643293
TOC01,2009,188264.3041,81245.42005,280227.0617,0.671827706,0.289927103
TOC01,2010,187490.052,81834.38178,280227.0984,0.669064673,0.292028795
TOC01,2011,188304.8049,81016.15283,280226.968,0.671972459,0.289109051
TOC01,2012,189481.858,79789.92704,280227.0602,0.676172593,0.284733127
TOC01,2013,189369.646,80088.11943,280226.7704,0.67577286,0.285797532
TOC01,2014,187753.7781,81677.916,280227.1236,0.670005729,0.291470415
TOC01,2015,186054.206,83373.27867,280227.0791,0.663940853,0.297520421
TOC01,2016,184187.2644,85285.24925,280227.0906,0.657278581,0.304343342
TOC01,2017,182981.6358,86470.05157,280226.9888,0.652976491,0.308571462
TOC01,2018,181922.0227,87488.41684,280226.9593,0.649195292,0.312205567
TOC02,1985,271204.4457,47227.06452,322519.2132,0.840893921,0.146431786
TOC02,1986,270837.7335,47489.00031,322519.207,0.839756913,0.147243945
TOC02,1987,268091.0373,50279.87213,322519.1566,0.831240662,0.15589732
TOC02,1988,265401.0847,52983.79627,322519.1823,0.822900154,0.16428107
TOC02,1989,264008.8413,54323.70904,322519.1875,0.818583364,0.168435588
TOC02,1990,262457.5987,55870.94781,322519.2478,0.813773443,0.17323291
TOC02,1991,260656.1024,57649.4171,322519.2451,0.808187748,0.178747216
TOC02,1992,257649.7596,60635.65142,322519.2327,0.798866342,0.188006312
TOC02,1993,254820.5633,63512.53635,322519.2432,0.790094138,0.196926347
TOC02,1994,252591.5062,65788.99847,322519.2689,0.783182683,0.203984707
TOC02,1995,249216.6318,69184.47975,322519.2432,0.772718643,0.214512719
TOC02,1996,246256.0752,72127.34694,322519.2671,0.763539113,0.223637327
TOC02,1997,244218.8691,74066.71006,322519.2609,0.757222587,0.229650502
TOC02,1998,242235.0675,76077.49846,322519.2715,0.751071607,0.235885124
TOC02,1999,239067.4796,79302.74539,322519.2664,0.741250228,0.245885296
TOC02,2000,235763.1123,82777.17718,322519.2691,0.731004733,0.256658083
TOC02,2001,233076.1099,85491.80476,322519.3214,0.722673324,0.265074986
TOC02,2002,230877.9137,87095.04307,322519.3301,0.7158576,0.270045963
TOC02,2003,228752.4166,89068.88369,322519.315,0.70926734,0.276166045
TOC02,2004,224707.472,93055.02211,322519.3204,0.696725615,0.288525419
TOC02,2005,222366.6987,95408.24041,322519.3469,0.689467782,0.295821759
TOC02,2006,220811.6843,97070.69497,322519.3521,0.68464631,0.300976342
TOC02,2007,219564.9247,98379.81247,322519.3353,0.680780656,0.305035394
TOC02,2008,217980.9699,99972.58519,322519.33,0.675869474,0.309973933
TOC02,2009,217475.6905,100514.9163,322519.3307,0.674302809,0.311655478
TOC02,2010,216682.22,101329.5749,322519.3104,0.671842625,0.31418142
TOC02,2011,215903.3929,101869.8373,322519.2964,0.669427831,0.315856566
TOC02,2012,215539.5705,102155.0853,322519.2903,0.668299779,0.316741009
TOC02,2013,214601.5115,103009.9049,322519.2698,0.665391285,0.319391474
TOC02,2014,213362.6103,104127.764,322519.2953,0.661549909,0.322857471
TOC02,2015,211628.6089,105885.9569,322519.2786,0.656173516,0.328308923
TOC02,2016,210247.7171,107289.4872,322519.2927,0.651891908,0.33266068
TOC02,2017,208743.3827,108834.2493,322519.2626,0.647227645,0.337450385
TOC02,2018,207816.4222,109712.8102,322519.2547,0.644353536,0.34017445
TOC03,1985,248650.4782,117239.6583,369346.5632,0.673217252,0.317424527
TOC03,1986,249636.0614,116290.319,369346.5536,0.67588572,0.314854214
TOC03,1987,248776.7103,117379.6489,369346.5623,0.673559025,0.317803551
TOC03,1988,247164.6642,119069.0392,369346.5772,0.669194408,0.322377535
TOC03,1989,245091.0791,121067.2268,369346.5763,0.663580211,0.327787597
TOC03,1990,243159.5682,123039.2695,369346.5824,0.658350665,0.333126866
TOC03,1991,241007.1664,125159.7319,369346.5798,0.652523076,0.338867987
TOC03,1992,238041.3126,128103.0389,369346.578,0.644493077,0.346836945
TOC03,1993,234419.9882,131716.0411,369346.5772,0.6346884,0.356619092
TOC03,1994,231434.2191,134764.9472,369346.5737,0.626604484,0.364873961
TOC03,1995,228465.0702,137706.812,369346.5693,0.618565567,0.372839017
TOC03,1996,225521.2541,140650.3542,369346.5492,0.610595265,0.380808632
TOC03,1997,222445.6903,142989.4129,369346.5579,0.60226821,0.387141588
TOC03,1998,219944.2329,145213.9542,369346.5667,0.595495539,0.393164489
TOC03,1999,217748.5668,147406.5162,369346.5623,0.589550815,0.399100821
TOC03,2000,215793.7692,149568.9868,369346.5728,0.584258215,0.404955664
TOC03,2001,213505.104,151936.9567,369346.5772,0.578061683,0.411366901
TOC03,2002,211195.5352,154111.9101,369346.5841,0.571808551,0.417255545
TOC03,2003,208891.5339,156381.5808,369346.5745,0.565570519,0.423400653
TOC03,2004,206321.6312,158896.4226,369346.5719,0.558612552,0.43020955
TOC03,2005,204732.684,160422.2857,369346.5623,0.554310517,0.434340812
TOC03,2006,203708.1831,161260.9306,369346.5614,0.551536699,0.436611431
TOC03,2007,202588.0209,162387.337,369346.5632,0.548503874,0.439661156
TOC03,2008,201851.9973,163132.6728,369346.5632,0.546511102,0.441679141
TOC03,2009,201246.6784,163646.5244,369346.5596,0.544872216,0.443070391
TOC03,2010,200489.4924,164264.4978,369346.5535,0.542822156,0.444743551
TOC03,2011,199921.3634,164757.1739,369346.5588,0.541283948,0.446077458
TOC03,2012,198897.5478,165768.6148,369346.5579,0.538511984,0.448815919
TOC03,2013,198021.163,166676.6038,369346.5674,0.536139172,0.451274273
TOC03,2014,196772.0435,167882.0353,369346.5726,0.532757194,0.454537954
TOC03,2015,195408.1054,169280.3042,369346.5761,0.529064348,0.45832374
TOC03,2016,194259.1266,170550.5434,369346.5779,0.525953503,0.46176289
TOC03,2017,192990.4673,171878.3806,369346.5788,0.522518627,0.465357987
TOC03,2018,192646.5125,172183.1374,369346.578,0.521587376,0.466183113
